model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
xgboost,mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0990967481341322,0.1252142184096215,0.1583396722666722,0.3149362161956857,0.3099987273677765,0.0250714518135171,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_43
xgboost,mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.1094834995097004,0.1209486201097089,0.1539146600501343,0.3309009797919772,0.3181933284998181,0.0236897225783484,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_42
mlp,mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0641530338789035,0.1301039639667653,0.1642903539684714,0.2616142069968489,0.2543278150126185,0.0269913204070856,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_44
mlp,mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.077178484069497,0.1229713826632526,0.1566815494878818,0.2796480854863688,0.2625617889298615,0.0245491079499235,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_42
mlp,mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0741254029550482,0.1225835897600003,0.1561783932713845,0.2817999998611201,0.2559908624446327,0.0243916905248312,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_45
mlp,mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0840874469829344,0.1256933517240667,0.1596532155668504,0.2959430681128569,0.2933952254032125,0.0254891492408352,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_43
cnn(3|3),mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0398883023008289,0.1324178665408308,0.166406592417158,0.2054553715522823,0.1773636278691712,0.0276911539998901,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0446642525983277,0.128249958904922,0.1630529568428491,0.217074329356773,0.2172292959944868,0.026586266735196,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.055826234863933,0.1235942494771696,0.1577142121233365,0.2410245240731665,0.2377135878344406,0.0248737727056848,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.0415612889971345,0.1269290639031308,0.1596765627064359,0.2215221688545006,0.218783527370246,0.0254966046777423,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_3
cnn(5|3),mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0741791510752676,0.1229409586844836,0.1561738600349655,0.2748955726202414,0.2734305834685113,0.024390274558221,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.0610925237474472,0.1265999378323619,0.1580412298316034,0.2836729631493,0.2760983145172925,0.0249770303266856,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0708345770693549,0.1292622939218765,0.163702822320333,0.2805040559199969,0.2767096887307679,0.0267986140356425,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0761148517764419,0.1276706870204919,0.1603465637218801,0.2831902984524844,0.2737088854743685,0.0257110204974149,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_5
cnn(7|3),mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0911056217783619,0.1249035609151268,0.1590403683907865,0.3061224589174644,0.2996343700102571,0.0252938387778771,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.0901449201212818,0.1218025056707007,0.1555769001736127,0.3081020625750357,0.2913663174596874,0.0242041718676302,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0752785426404504,0.1281950180282979,0.1633108783107071,0.2918315339625193,0.281249321402893,0.0266704429746146,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0680680775266714,0.122029166741896,0.1566884413441447,0.276488113370323,0.2613943882270977,0.0245512676508575,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_7
transformer,mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0806218655891726,0.1265959585744545,0.1599549740812617,0.2892309802981156,0.2836464173969102,0.0255855937333371,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_43
transformer,mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.097428581270067,0.1227179189609865,0.1549529291636393,0.3172362366050391,0.2928296474983142,0.0240104102563918,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_42
transformer,mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0699667339055334,0.1237605029361418,0.1565287466382036,0.264807184789871,0.2527077217795014,0.0245012485241269,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_45
transformer,mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0672174250524576,0.1300235025036248,0.1640211525197728,0.2743035336684792,0.2642608011377885,0.0269029384739145,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_44
linear,mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0776856632851487,0.1277667584328218,0.1602101932109409,0.2815684507754084,0.2774005244181605,0.025667306008687,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_rrbs_seed_43
linear,mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,-4.704408775889988e+16,703874.0103902235,35376228.27824998,0.0263391998264669,0.2911159226288513,1251477527194853.2,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_rrbs_seed_42
linear,mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0609871441123621,0.130013555998068,0.1645680094116165,0.2557727868346309,0.2438886978059258,0.0270826297217019,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_rrbs_seed_44
linear,mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0695517458734422,0.1236528993581312,0.1565636649117623,0.2710208340823888,0.2585254430579041,0.0245121811706025,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_rrbs_seed_45
xgboost,mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.1102295937043891,0.1202833437932092,0.1538501700057933,0.3322225031443827,0.3158406917420003,0.0236698748108115,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_42
xgboost,mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0966099659601682,0.1217873870304216,0.1542703674252262,0.3133263669595602,0.2969963359492315,0.0237993462655143,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_45
xgboost,mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0844546793167676,0.1285948268752924,0.1624985801319153,0.2929547148760808,0.2878782740767117,0.0264057885448884,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_44
xgboost,mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0959959594940155,0.1257125348552736,0.1586119301986213,0.3101290570284123,0.3074190650619851,0.0251577444013323,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_43
mlp,mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.0747548239543878,0.1262766900661644,0.1568871655292322,0.2984409880345177,0.2760886594223811,0.0246135827077967,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_rrbs_seed_42
mlp,mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0869691477236694,0.1264936773021625,0.159401862293105,0.2950536610128421,0.2897654309531942,0.02540895370251,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_rrbs_seed_43
mlp,mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0834581374682631,0.1217269711511782,0.1553892674203745,0.2958742247393759,0.2701672634815952,0.0241458244294406,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_rrbs_seed_45
mlp,mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0540266411744609,0.1322822121857162,0.1651768196133113,0.252101364607284,0.2409788866612988,0.0272833817375683,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_dnase_rrbs_seed_44
cnn(3|3),mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0393232605078838,0.1319446344337122,0.1664555517463504,0.2092789305959665,0.1726707440193643,0.0277074507071819,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0411649261156724,0.1275596589991301,0.1633513095381795,0.2181534013995648,0.2230806222302432,0.0266836503278381,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.0467985912825452,0.1280078537076185,0.1592396959637436,0.2325528037824033,0.2150584371747216,0.0253572807706255,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_3
cnn(3|3),mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0367659236967342,0.1244879864495437,0.1592981695117244,0.2054719534331061,0.1990476206623211,0.025375906809786,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_3
cnn(5|3),mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0726497229684238,0.1276837497516688,0.1606469806588349,0.282836619711733,0.2698293070229994,0.0258074523948,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0606362572090346,0.1279933282873313,0.1645987541268736,0.2588546668566456,0.2498103354713376,0.027092749860119,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.0826584242517651,0.1231780480948657,0.156215650093912,0.2946734049564372,0.2916401258684757,0.0244033293342635,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_5
cnn(5|3),mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0676988608959414,0.1245239393587815,0.1567194770067927,0.2707329991542568,0.2628880509555324,0.0245609944732826,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_5
cnn(7|3),mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0596847609363305,0.1208750291356546,0.1573916192778425,0.2776615806362995,0.2613124871594387,0.0247721218189013,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.095281384899604,0.1204421901567878,0.1551371343773696,0.3161831957924715,0.2997229963894582,0.024067530462822,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0790369828035326,0.1285633224569025,0.1629786598320974,0.28607187263114,0.2628301526864096,0.0265620435606665,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_7
cnn(7|3),mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0834591127241435,0.1255844834050964,0.1597079688213029,0.2909176532775073,0.2837080071616504,0.0255066353050262,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_7
transformer,mixed,none,sequence_ctcf_dnase_rrbs,45,11694,2554,2501,0.0693038213907896,0.1244882909074954,0.1565845222673976,0.2642888830300994,0.2499265024805196,0.0245187126137091,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_rrbs_seed_45
transformer,mixed,none,sequence_ctcf_dnase_rrbs,43,11736,2514,2499,0.0684748834810425,0.1249572696283647,0.1610081830225546,0.2731697551236245,0.2765525585118711,0.0259236350002244,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_rrbs_seed_43
transformer,mixed,none,sequence_ctcf_dnase_rrbs,44,11709,2537,2503,0.0756544805541491,0.128825043660004,0.1632776785879477,0.2762791281842071,0.2732960408925127,0.0266596003250691,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_rrbs_seed_44
transformer,mixed,none,sequence_ctcf_dnase_rrbs,42,11738,2485,2526,0.0822832906986263,0.1220987608948085,0.1562475878930737,0.2876439048135224,0.2767993142478211,0.0244133087224038,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_dnase_rrbs_seed_42
linear,mixed,none,sequence_ctcf_h3k4me3_rrbs,42,11738,2485,2526,0.0860328661428285,0.1219576613468729,0.1559280656688883,0.2942361357402608,0.2882660597401137,0.0243135616632411,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_42
linear,mixed,none,sequence_ctcf_h3k4me3_rrbs,45,11694,2554,2501,0.0676791953818153,0.1238498470574639,0.1567211298809057,0.2680811378161966,0.2557923959712041,0.0245615125511477,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_45
linear,mixed,none,sequence_ctcf_h3k4me3_rrbs,43,11736,2514,2499,0.0774975600746407,0.1277953821257278,0.1602265295694453,0.2810388371869884,0.275227396703456,0.0256725407778683,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_43
linear,mixed,none,sequence_ctcf_h3k4me3_rrbs,44,11709,2537,2503,0.0580906161661389,0.1300093836712536,0.1648216315033757,0.2501787096211757,0.2446272462173553,0.0271661702114345,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_44
xgboost,mixed,none,sequence_ctcf_h3k4me3_rrbs,42,11738,2485,2526,0.1049659168250045,0.1205588532177935,0.154304570058306,0.3240652539902477,0.3120521129140509,0.0238099003408786,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_42
xgboost,mixed,none,sequence_ctcf_h3k4me3_rrbs,43,11736,2514,2499,0.0979031921826597,0.1257512915710432,0.1584445252043126,0.3141268298950833,0.3133226309191115,0.02510466756722,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_43
xgboost,mixed,none,sequence_ctcf_h3k4me3_rrbs,45,11694,2554,2501,0.0936036373787849,0.1218356949207912,0.154526847011367,0.3082734695154192,0.2925645872063291,0.0238785464472744,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_45
xgboost,mixed,none,sequence_ctcf_h3k4me3_rrbs,44,11709,2537,2503,0.0869490047351678,0.1281916568430808,0.1622770723734537,0.2952919820736657,0.2860028906888617,0.0263338482180991,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_44
mlp,mixed,none,sequence_ctcf_h3k4me3_rrbs,44,11709,2537,2503,0.0503461617819834,0.1312237839979877,0.1654978327303487,0.2479507410401892,0.2407011271071171,0.0273895326384424,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_44
mlp,mixed,none,sequence_ctcf_h3k4me3_rrbs,45,11694,2554,2501,0.0753987931030737,0.1233143316735591,0.1560709573100543,0.2787778254652596,0.250610612585767,0.0243581437156768,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_45
mlp,mixed,none,sequence_ctcf_h3k4me3_rrbs,43,11736,2514,2499,0.0729791415792121,0.1257610056493548,0.1606184451599051,0.2842574620353523,0.2816352227918438,0.0257982849255854,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_43
mlp,mixed,none,sequence_ctcf_h3k4me3_rrbs,42,11738,2485,2526,0.0842518616983193,0.1245384768983075,0.1560799165451215,0.2987069692000691,0.2808006773934979,0.024360940348732,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_42
