run_name,model,split_type,cell_line,cell_lines,environment,random_seed,sequence_kernel,input_shape_train,input_shape_valid,input_shape_test,R2
mixed_transformer_sequence_dnase_rrbs_seed_43,transformer,mixed,none,,sequence_dnase_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1312507963503428
mixed_transformer_sequence_dnase_rrbs_seed_42,transformer,mixed,none,,sequence_dnase_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0793062558840108
mixed_transformer_sequence_dnase_rrbs_seed_44,transformer,mixed,none,,sequence_dnase_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1050106467965563
mixed_transformer_sequence_dnase_rrbs_seed_45,transformer,mixed,none,,sequence_dnase_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1247722956021438
mixed_linear_sequence_h3k4me3_rrbs_seed_44,linear,mixed,none,,sequence_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0712023617662284
mixed_linear_sequence_h3k4me3_rrbs_seed_42,linear,mixed,none,,sequence_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0739231068210439
mixed_linear_sequence_h3k4me3_rrbs_seed_45,linear,mixed,none,,sequence_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0844802822855559
mixed_linear_sequence_h3k4me3_rrbs_seed_43,linear,mixed,none,,sequence_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0952676013594397
mixed_xgboost_sequence_h3k4me3_rrbs_seed_43,xgboost,mixed,none,,sequence_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1674236335875233
mixed_xgboost_sequence_h3k4me3_rrbs_seed_44,xgboost,mixed,none,,sequence_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1491232178778238
mixed_xgboost_sequence_h3k4me3_rrbs_seed_45,xgboost,mixed,none,,sequence_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1806546482419996
mixed_xgboost_sequence_h3k4me3_rrbs_seed_42,xgboost,mixed,none,,sequence_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1535140125516932
mixed_mlp_sequence_h3k4me3_rrbs_seed_44,mlp,mixed,none,,sequence_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1030234607496781
mixed_mlp_sequence_h3k4me3_rrbs_seed_43,mlp,mixed,none,,sequence_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1147307958047028
mixed_mlp_sequence_h3k4me3_rrbs_seed_42,mlp,mixed,none,,sequence_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0976658908434376
mixed_mlp_sequence_h3k4me3_rrbs_seed_45,mlp,mixed,none,,sequence_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1067118959375369
mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_h3k4me3_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0435545298369326
mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_h3k4me3_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0507168599053132
mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_h3k4me3_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.062727362466285
mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_h3k4me3_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0652698963458365
mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_h3k4me3_rrbs,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1426967132484705
mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_h3k4me3_rrbs,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1433102002751943
mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_h3k4me3_rrbs,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1271666658491022
mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_h3k4me3_rrbs,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1153544708826211
mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_h3k4me3_rrbs,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1522149288009828
mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_h3k4me3_rrbs,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1127019497291006
mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_h3k4me3_rrbs,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1262019140048111
mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_h3k4me3_rrbs,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1710770685852232
mixed_transformer_sequence_h3k4me3_rrbs_seed_45,transformer,mixed,none,,sequence_h3k4me3_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1408589872829935
mixed_transformer_sequence_h3k4me3_rrbs_seed_42,transformer,mixed,none,,sequence_h3k4me3_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1005415406859384
mixed_transformer_sequence_h3k4me3_rrbs_seed_44,transformer,mixed,none,,sequence_h3k4me3_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0999466077134695
mixed_transformer_sequence_h3k4me3_rrbs_seed_43,transformer,mixed,none,,sequence_h3k4me3_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1151739079188637
mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_44,linear,mixed,none,,sequence_ctcf_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0687171934382231
mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_45,linear,mixed,none,,sequence_ctcf_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0812143941224543
mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_42,linear,mixed,none,,sequence_ctcf_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-1.7053980859653565e+17
mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_43,linear,mixed,none,,sequence_ctcf_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0902310094277037
mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_44,xgboost,mixed,none,,sequence_ctcf_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1541299380860199
mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_45,xgboost,mixed,none,,sequence_ctcf_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1802832599214128
mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_43,xgboost,mixed,none,,sequence_ctcf_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1696404204372736
mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_42,xgboost,mixed,none,,sequence_ctcf_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.150707622069884
mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_44,mlp,mixed,none,,sequence_ctcf_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0944052754591964
mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_42,mlp,mixed,none,,sequence_ctcf_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0720959531184798
mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_45,mlp,mixed,none,,sequence_ctcf_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1289142437252901
mixed_mlp_sequence_ctcf_dnase_h3k4me3_seed_43,mlp,mixed,none,,sequence_ctcf_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1075321691652437
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0543874878717897
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.053426464220238
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0691747597717133
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.050745879008328
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1618160335774527
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1345550727979805
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1423722582976851
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1235706690064571
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1606934066610583
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1524383124902965
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1222814665465771
mixed_cnn_sequence_ctcf_dnase_h3k4me3_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_h3k4me3,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1645326354351238
mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_43,transformer,mixed,none,,sequence_ctcf_dnase_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1017546277133767
mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_42,transformer,mixed,none,,sequence_ctcf_dnase_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0955403738030415
mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_45,transformer,mixed,none,,sequence_ctcf_dnase_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1049414850191102
mixed_transformer_sequence_ctcf_dnase_h3k4me3_seed_44,transformer,mixed,none,,sequence_ctcf_dnase_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.114760986906561
mixed_linear_sequence_ctcf_dnase_rrbs_seed_43,linear,mixed,none,,sequence_ctcf_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0923344413623324
mixed_linear_sequence_ctcf_dnase_rrbs_seed_42,linear,mixed,none,,sequence_ctcf_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-4.354256367666806e+18
mixed_linear_sequence_ctcf_dnase_rrbs_seed_44,linear,mixed,none,,sequence_ctcf_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",-4.525808726726521e+19
mixed_linear_sequence_ctcf_dnase_rrbs_seed_45,linear,mixed,none,,sequence_ctcf_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0825990957855448
mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_42,xgboost,mixed,none,,sequence_ctcf_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1533276428575277
mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_45,xgboost,mixed,none,,sequence_ctcf_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1812922239693785
mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_44,xgboost,mixed,none,,sequence_ctcf_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1471694087221671
mixed_xgboost_sequence_ctcf_dnase_rrbs_seed_43,xgboost,mixed,none,,sequence_ctcf_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1641699583533247
mixed_mlp_sequence_ctcf_dnase_rrbs_seed_42,mlp,mixed,none,,sequence_ctcf_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0714551458029825
mixed_mlp_sequence_ctcf_dnase_rrbs_seed_43,mlp,mixed,none,,sequence_ctcf_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1230284085636165
mixed_mlp_sequence_ctcf_dnase_rrbs_seed_45,mlp,mixed,none,,sequence_ctcf_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1181297420690602
mixed_mlp_sequence_ctcf_dnase_rrbs_seed_44,mlp,mixed,none,,sequence_ctcf_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1139162199860417
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.054882466225142
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0603135196692073
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0649375501860264
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0694385862709638
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_rrbs,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1388568906855219
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_rrbs,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1301833822262321
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_rrbs,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1301074047592311
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase_rrbs,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1374134800583749
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_rrbs,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1606921129998696
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_rrbs,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.157151222824042
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_rrbs,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1251838285294856
mixed_cnn_sequence_ctcf_dnase_rrbs_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase_rrbs,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1324866745917305
mixed_transformer_sequence_ctcf_dnase_rrbs_seed_45,transformer,mixed,none,,sequence_ctcf_dnase_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1273273315032785
mixed_transformer_sequence_ctcf_dnase_rrbs_seed_43,transformer,mixed,none,,sequence_ctcf_dnase_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1150233515508235
mixed_transformer_sequence_ctcf_dnase_rrbs_seed_44,transformer,mixed,none,,sequence_ctcf_dnase_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0882432187166925
mixed_transformer_sequence_ctcf_dnase_rrbs_seed_42,transformer,mixed,none,,sequence_ctcf_dnase_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1036311594469939
mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_42,linear,mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0735489372859828
mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_45,linear,mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0842391328366305
mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_43,linear,mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0913201520752944
mixed_linear_sequence_ctcf_h3k4me3_rrbs_seed_44,linear,mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0688499224989133
mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_42,xgboost,mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1577532684069936
mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_43,xgboost,mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1668933793597212
mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_45,xgboost,mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1840311684826223
mixed_xgboost_sequence_ctcf_h3k4me3_rrbs_seed_44,xgboost,mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1507931330588985
mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_44,mlp,mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0946947676723727
mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_45,mlp,mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.120930751424343
mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_43,mlp,mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1056536520904695
mixed_mlp_sequence_ctcf_h3k4me3_rrbs_seed_42,mlp,mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0834516728926687
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0714614614360541
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0540341363623989
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0574582083737336
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0701721006277662
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1385787470089258
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1189971947470776
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1426051948277863
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1232839769614186
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1683014159324597
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1417037044800472
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1547277772262142
mixed_cnn_sequence_ctcf_h3k4me3_rrbs_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1666754995469064
mixed_transformer_sequence_ctcf_h3k4me3_rrbs_seed_44,transformer,mixed,none,,sequence_ctcf_h3k4me3_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0963319239629668
mixed_transformer_sequence_ctcf_h3k4me3_rrbs_seed_42,transformer,mixed,none,,sequence_ctcf_h3k4me3_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0984958092338817
mixed_transformer_sequence_ctcf_h3k4me3_rrbs_seed_43,transformer,mixed,none,,sequence_ctcf_h3k4me3_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1280121473113807
mixed_transformer_sequence_ctcf_h3k4me3_rrbs_seed_45,transformer,mixed,none,,sequence_ctcf_h3k4me3_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1145079702212024
mixed_linear_sequence_dnase_h3k4me3_rrbs_seed_44,linear,mixed,none,,sequence_dnase_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",-2.083578206513904e+16
mixed_linear_sequence_dnase_h3k4me3_rrbs_seed_42,linear,mixed,none,,sequence_dnase_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-3.829208634652127e+17
mixed_linear_sequence_dnase_h3k4me3_rrbs_seed_45,linear,mixed,none,,sequence_dnase_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0805390055199195
mixed_linear_sequence_dnase_h3k4me3_rrbs_seed_43,linear,mixed,none,,sequence_dnase_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0934260500904323
mixed_xgboost_sequence_dnase_h3k4me3_rrbs_seed_44,xgboost,mixed,none,,sequence_dnase_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1464095740457865
mixed_xgboost_sequence_dnase_h3k4me3_rrbs_seed_42,xgboost,mixed,none,,sequence_dnase_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1563827862195209
mixed_xgboost_sequence_dnase_h3k4me3_rrbs_seed_45,xgboost,mixed,none,,sequence_dnase_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1781939735985731
mixed_xgboost_sequence_dnase_h3k4me3_rrbs_seed_43,xgboost,mixed,none,,sequence_dnase_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1670684487971881
mixed_mlp_sequence_dnase_h3k4me3_rrbs_seed_42,mlp,mixed,none,,sequence_dnase_h3k4me3_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0887466070989198
mixed_mlp_sequence_dnase_h3k4me3_rrbs_seed_45,mlp,mixed,none,,sequence_dnase_h3k4me3_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.131043874036065
mixed_mlp_sequence_dnase_h3k4me3_rrbs_seed_43,mlp,mixed,none,,sequence_dnase_h3k4me3_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1186718056085486
mixed_mlp_sequence_dnase_h3k4me3_rrbs_seed_44,mlp,mixed,none,,sequence_dnase_h3k4me3_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1118349676052312
